M
65.4914398193,38.0740013123,61.1702766418
55.3118095398,-73.9862365723,49.4793128967
48.5063095093,10.0276527405,104.396995544
73.7056121826,4.67739725113,30.2683029175
43.0169219971,-55.2843322754,97.9371109009
42.299987793,-74.8126373291,80.1976242065
72.1887435913,-21.3581047058,32.729133606
67.0090408325,-49.6341781616,37.0730552673
47.8022956848,-12.8601846695,106.471466064
70.2564620972,24.0866184235,41.4518928528
56.9789237976,38.1270370483,82.5844039917
45.6800117493,-34.0833854675,104.983306885
53.4070587158,25.7632427216,95.154045105
60.8491096497,-67.6991577148,41.6938095093
43.0541534424,-66.3232879639,89.4697265625
51.4813461304,-76.6584701538,59.800163269
52.9737319946,30.1587543488,93.5361328125
W
21.829144083178512,23.512520747975966,402.53529688445434
1.7772749181207665,33.99398993387711,396.24043907545683
29.740575533750942,-28.92007389332818,419.79912136910707
-23.916131738182443,29.7174086199612,394.33701280973196
25.505715920179956,-31.429726433119615,418.56343536600906
-52.10735314654014,22.766176219537495,395.8481338602893
-12.788539640906235,-46.03968906522136,417.43141039828396
-71.37752317987844,17.29407462980244,400.03023988858456
-79.3787762674422,-2.3146602470323736,408.40663103735744
-57.940343402632436,-40.096468487616534,418.13313002840533
H
0.12582045143302964,0.03375288937096266,-0.9914786717122563,465.75597205435656
0.9895831958937613,0.06620878732562532,0.12783385657000207,-50.14587330067642
0.069959362531961,-0.9972347461555788,-0.025070872624222168,73.20268590079917
0.0,0.0,0.0,1.0
